curr1;curr2;rate;;;;;
XDR;MNT;0.0015674;; ('XDR', 'MNT', 0.0015674),;;;('XDR', 'MNT', 0.0015674),
XDR;MOP;0.0011601;; ('XDR', 'MOP', 0.0011601),;;;('XDR', 'MOP', 0.0011601),
XDR;MRU;0.0013850;; ('XDR', 'MRU', 0.0013850),;;;('XDR', 'MRU', 0.0013850),
XDR;MUR;0.0022124;; ('XDR', 'MUR', 0.0022124),;;;('XDR', 'MUR', 0.0022124),
XDR;MVR;0.0027933;; ('XDR', 'MVR', 0.0027933),;;;('XDR', 'MVR', 0.0027933),
XDR;MWK;0.0014327;; ('XDR', 'MWK', 0.0014327),;;;('XDR', 'MWK', 0.0014327),
XDR;MXN;0.0010384;; ('XDR', 'MXN', 0.0010384),;;;('XDR', 'MXN', 0.0010384),
XDR;MXV;0.0010309;; ('XDR', 'MXV', 0.0010309),;;;('XDR', 'MXV', 0.0010309),
XDR;MYR;0.0014815;; ('XDR', 'MYR', 0.0014815),;;;('XDR', 'MYR', 0.0014815),
XDR;MZN;0.0031949;; ('XDR', 'MZN', 0.0031949),;;;('XDR', 'MZN', 0.0031949),
XDR;NAD;0.0018553;; ('XDR', 'NAD', 0.0018553),;;;('XDR', 'NAD', 0.0018553),
XDR;NGN;0.0044444;; ('XDR', 'NGN', 0.0044444),;;;('XDR', 'NGN', 0.0044444),
XDR;NIO;0.0020492;; ('XDR', 'NIO', 0.0020492),;;;('XDR', 'NIO', 0.0020492),
XDR;NOK;0.0011099;; ('XDR', 'NOK', 0.0011099),;;;('XDR', 'NOK', 0.0011099),
XDR;NPR;0.0033784;; ('XDR', 'NPR', 0.0033784),;;;('XDR', 'NPR', 0.0033784),
XDR;NZD;0.0015267;; ('XDR', 'NZD', 0.0015267),;;;('XDR', 'NZD', 0.0015267),
XDR;OMR;0.0101010;; ('XDR', 'OMR', 0.0101010),;;;('XDR', 'OMR', 0.0101010),
XDR;PAB;0.0023753;; ('XDR', 'PAB', 0.0023753),;;;('XDR', 'PAB', 0.0023753),
XDR;PEN;0.0016129;; ('XDR', 'PEN', 0.0016129),;;;('XDR', 'PEN', 0.0016129),
XDR;PGK;0.0011123;; ('XDR', 'PGK', 0.0011123),;;;('XDR', 'PGK', 0.0011123),
XDR;PHP;0.0017794;; ('XDR', 'PHP', 0.0017794),;;;('XDR', 'PHP', 0.0017794),
XDR;PKR;0.0081967;; ('XDR', 'PKR', 0.0081967),;;;('XDR', 'PKR', 0.0081967),
XDR;PLN;0.0019493;; ('XDR', 'PLN', 0.0019493),;;;('XDR', 'PLN', 0.0019493),
XDR;PYG;0.0013812;; ('XDR', 'PYG', 0.0013812),;;;('XDR', 'PYG', 0.0013812),
XDR;QAR;0.0014948;; ('XDR', 'QAR', 0.0014948),;;;('XDR', 'QAR', 0.0014948),
XDR;RON;0.0016340;; ('XDR', 'RON', 0.0016340),;;;('XDR', 'RON', 0.0016340),
XDR;RSD;0.0014347;; ('XDR', 'RSD', 0.0014347),;;;('XDR', 'RSD', 0.0014347),
XDR;CNY;0.0232558;; ('XDR', 'CNY', 0.0232558),;;;('XDR', 'CNY', 0.0232558),
XDR;RUB;0.0056180;; ('XDR', 'RUB', 0.0056180),;;;('XDR', 'RUB', 0.0056180),
XDR;RWF;0.0010504;; ('XDR', 'RWF', 0.0010504),;;;('XDR', 'RWF', 0.0010504),
XDR;SAR;0.0010526;; ('XDR', 'SAR', 0.0010526),;;;('XDR', 'SAR', 0.0010526),
XDR;SBD;0.0013812;; ('XDR', 'SBD', 0.0013812),;;;('XDR', 'SBD', 0.0013812),
XDR;SCR;0.0017212;; ('XDR', 'SCR', 0.0017212),;;;('XDR', 'SCR', 0.0017212),
XDR;SDG;0.0025126;; ('XDR', 'SDG', 0.0025126),;;;('XDR', 'SDG', 0.0025126),
XDR;SEK;0.0012151;; ('XDR', 'SEK', 0.0012151),;;;('XDR', 'SEK', 0.0012151),
XDR;SGD;0.0010571;; ('XDR', 'SGD', 0.0010571),;;;('XDR', 'SGD', 0.0010571),
XDR;SHP;0.0025974;; ('XDR', 'SHP', 0.0025974),;;;('XDR', 'SHP', 0.0025974),
XDR;SLE;0.0013263;; ('XDR', 'SLE', 0.0013263),;;;('XDR', 'SLE', 0.0013263),
XDR;SLL;0.0090909;; ('XDR', 'SLL', 0.0090909),;;;('XDR', 'SLL', 0.0090909),
XDR;SOS;0.0034483;; ('XDR', 'SOS', 0.0034483),;;;('XDR', 'SOS', 0.0034483),
XDR;SRD;0.0021008;; ('XDR', 'SRD', 0.0021008),;;;('XDR', 'SRD', 0.0021008),
XDR;SSP;0.0012392;; ('XDR', 'SSP', 0.0012392),;;;('XDR', 'SSP', 0.0012392),
XDR;STN;0.0018727;; ('XDR', 'STN', 0.0018727),;;;('XDR', 'STN', 0.0018727),
XDR;SVC;0.0010173;; ('XDR', 'SVC', 0.0010173),;;;('XDR', 'SVC', 0.0010173),
XDR;SYP;0.0019120;; ('XDR', 'SYP', 0.0019120),;;;('XDR', 'SYP', 0.0019120),
XDR;SZL;0.0024213;; ('XDR', 'SZL', 0.0024213),;;;('XDR', 'SZL', 0.0024213),
XDR;THB;0.0010753;; ('XDR', 'THB', 0.0010753),;;;('XDR', 'THB', 0.0010753),
XDR;TJS;0.0024691;; ('XDR', 'TJS', 0.0024691),;;;('XDR', 'TJS', 0.0024691),
XDR;TMT;0.0012547;; ('XDR', 'TMT', 0.0012547),;;;('XDR', 'TMT', 0.0012547),
XDR;TND;0.0015291;; ('XDR', 'TND', 0.0015291),;;;('XDR', 'TND', 0.0015291),
XDR;TOP;0.0012136;; ('XDR', 'TOP', 0.0012136),;;;('XDR', 'TOP', 0.0012136),
XDR;TRY;0.0017212;; ('XDR', 'TRY', 0.0017212),;;;('XDR', 'TRY', 0.0017212),
XDR;TTD;0.0015385;; ('XDR', 'TTD', 0.0015385),;;;('XDR', 'TTD', 0.0015385),
XDR;TWD;0.0010764;; ('XDR', 'TWD', 0.0010764),;;;('XDR', 'TWD', 0.0010764),
XDR;TZS;0.0015408;; ('XDR', 'TZS', 0.0015408),;;;('XDR', 'TZS', 0.0015408),
XDR;UAH;0.0027248;; ('XDR', 'UAH', 0.0027248),;;;('XDR', 'UAH', 0.0027248),
XDR;UGX;0.0013587;; ('XDR', 'UGX', 0.0013587),;;;('XDR', 'UGX', 0.0013587),
XDR;USD;0.0042017;; ('XDR', 'USD', 0.0042017),;;;('XDR', 'USD', 0.0042017),
XDR;USN;0.0010363;; ('XDR', 'USN', 0.0010363),;;;('XDR', 'USN', 0.0010363),
XDR;UYI;0.0032895;; ('XDR', 'UYI', 0.0032895),;;;('XDR', 'UYI', 0.0032895),
XDR;UYU;0.0014245;; ('XDR', 'UYU', 0.0014245),;;;('XDR', 'UYU', 0.0014245),
XDR;UYW;0.1428571;; ('XDR', 'UYW', 0.1428571),;;;('XDR', 'UYW', 0.1428571),
XDR;UZS;0.025;; ('XDR', 'UZS', 0.025),;;;('XDR', 'UZS', 0.025),
XDR;VED;0.0161290;; ('XDR', 'VED', 0.0161290),;;;('XDR', 'VED', 0.0161290),
XDR;VES;0.0023419;; ('XDR', 'VES', 0.0023419),;;;('XDR', 'VES', 0.0023419),
XDR;VND;0.0019048;; ('XDR', 'VND', 0.0019048),;;;('XDR', 'VND', 0.0019048),
XDR;VUV;0.0014599;; ('XDR', 'VUV', 0.0014599),;;;('XDR', 'VUV', 0.0014599),
XDR;WST;0.0010235;; ('XDR', 'WST', 0.0010235),;;;('XDR', 'WST', 0.0010235),
XDR;XAF;0.0022883;; ('XDR', 'XAF', 0.0022883),;;;('XDR', 'XAF', 0.0022883),
XDR;XAG;0.0013228;; ('XDR', 'XAG', 0.0013228),;;;('XDR', 'XAG', 0.0013228),
XDR;XAU;0.0010526;; ('XDR', 'XAU', 0.0010526),;;;('XDR', 'XAU', 0.0010526),
XDR;XBA;0.0013889;; ('XDR', 'XBA', 0.0013889),;;;('XDR', 'XBA', 0.0013889),
XDR;XBB;0.0263158;; ('XDR', 'XBB', 0.0263158),;;;('XDR', 'XBB', 0.0263158),
XDR;XBC;0.0018182;; ('XDR', 'XBC', 0.0018182),;;;('XDR', 'XBC', 0.0018182),
XDR;XBD;0.0333333;; ('XDR', 'XBD', 0.0333333),;;;('XDR', 'XBD', 0.0333333),
XDR;XCD;0.0017889;; ('XDR', 'XCD', 0.0017889),;;;('XDR', 'XCD', 0.0017889),
XDR;XDR;1;; ('XDR', 'XDR', 1),;;;('XDR', 'XDR', 1),
XDR;XOF;79;; ('XDR', 'XOF', 79),;;;('XDR', 'XOF', 79),
XDR;XPD;124;; ('XDR', 'XPD', 124),;;;('XDR', 'XPD', 124),
XDR;XPF;649;; ('XDR', 'XPF', 649),;;;('XDR', 'XPF', 649),
XDR;XPT;117;; ('XDR', 'XPT', 117),;;;('XDR', 'XPT', 117),
XDR;XSU;799;; ('XDR', 'XSU', 799),;;;('XDR', 'XSU', 799),
XDR;XTS;220;; ('XDR', 'XTS', 220),;;;('XDR', 'XTS', 220),
XDR;XUA;470;; ('XDR', 'XUA', 470),;;;('XDR', 'XUA', 470),
XDR;XXX;712;; ('XDR', 'XXX', 712),;;;('XDR', 'XXX', 712),
XDR;YER;617;; ('XDR', 'YER', 617),;;;('XDR', 'YER', 617),
XDR;ZAR;692;; ('XDR', 'ZAR', 692),;;;('XDR', 'ZAR', 692),
XDR;ZMW;409;; ('XDR', 'ZMW', 409),;;;('XDR', 'ZMW', 409),
XDR;ZWL;680;; ('XDR', 'ZWL', 680),;;;('XDR', 'ZWL', 680),
XOF;AED;0.0017730;; ('XOF', 'AED', 0.0017730),;;;('XOF', 'AED', 0.0017730),
XOF;AFN;0.0010081;; ('XOF', 'AFN', 0.0010081),;;;('XOF', 'AFN', 0.0010081),
XOF;ALL;0.0024155;; ('XOF', 'ALL', 0.0024155),;;;('XOF', 'ALL', 0.0024155),
XOF;AMD;0.0027701;; ('XOF', 'AMD', 0.0027701),;;;('XOF', 'AMD', 0.0027701),
XOF;ANG;0.0010256;; ('XOF', 'ANG', 0.0010256),;;;('XOF', 'ANG', 0.0010256),
XOF;AOA;0.0042735;; ('XOF', 'AOA', 0.0042735),;;;('XOF', 'AOA', 0.0042735),
XOF;ARS;0.0019120;; ('XOF', 'ARS', 0.0019120),;;;('XOF', 'ARS', 0.0019120),
XOF;AUD;0.0066225;; ('XOF', 'AUD', 0.0066225),;;;('XOF', 'AUD', 0.0066225),
XOF;AWG;0.0012853;; ('XOF', 'AWG', 0.0012853),;;;('XOF', 'AWG', 0.0012853),
XOF;AZN;0.0094340;; ('XOF', 'AZN', 0.0094340),;;;('XOF', 'AZN', 0.0094340),
XOF;BAM;0.0011403;; ('XOF', 'BAM', 0.0011403),;;;('XOF', 'BAM', 0.0011403),
XOF;BBD;0.0034843;; ('XOF', 'BBD', 0.0034843),;;;('XOF', 'BBD', 0.0034843),
XOF;BDT;0.0032895;; ('XOF', 'BDT', 0.0032895),;;;('XOF', 'BDT', 0.0032895),
XOF;BGN;0.0011086;; ('XOF', 'BGN', 0.0011086),;;;('XOF', 'BGN', 0.0011086),
XOF;BHD;0.0016420;; ('XOF', 'BHD', 0.0016420),;;;('XOF', 'BHD', 0.0016420),
XOF;BIF;0.0060241;; ('XOF', 'BIF', 0.0060241),;;;('XOF', 'BIF', 0.0060241),
XOF;BMD;0.0011390;; ('XOF', 'BMD', 0.0011390),;;;('XOF', 'BMD', 0.0011390),
XOF;BND;0.0029940;; ('XOF', 'BND', 0.0029940),;;;('XOF', 'BND', 0.0029940),
XOF;BOB;0.0015175;; ('XOF', 'BOB', 0.0015175),;;;('XOF', 'BOB', 0.0015175),
XOF;BOV;0.0010438;; ('XOF', 'BOV', 0.0010438),;;;('XOF', 'BOV', 0.0010438),
XOF;BRL;0.0031447;; ('XOF', 'BRL', 0.0031447),;;;('XOF', 'BRL', 0.0031447),
XOF;BSD;0.0015129;; ('XOF', 'BSD', 0.0015129),;;;('XOF', 'BSD', 0.0015129),
XOF;BTN;0.0016502;; ('XOF', 'BTN', 0.0016502),;;;('XOF', 'BTN', 0.0016502),
XOF;BWP;0.0045872;; ('XOF', 'BWP', 0.0045872),;;;('XOF', 'BWP', 0.0045872),
XOF;BYN;0.0014085;; ('XOF', 'BYN', 0.0014085),;;;('XOF', 'BYN', 0.0014085),
XOF;BZD;0.0014025;; ('XOF', 'BZD', 0.0014025),;;;('XOF', 'BZD', 0.0014025),
XOF;CAD;0.0042918;; ('XOF', 'CAD', 0.0042918),;;;('XOF', 'CAD', 0.0042918),
XOF;CDF;0.0026810;; ('XOF', 'CDF', 0.0026810),;;;('XOF', 'CDF', 0.0026810),
XOF;CHE;0.0019531;; ('XOF', 'CHE', 0.0019531),;;;('XOF', 'CHE', 0.0019531),
XOF;CHF;0.0014306;; ('XOF', 'CHF', 0.0014306),;;;('XOF', 'CHF', 0.0014306),
XOF;CHW;0.0011628;; ('XOF', 'CHW', 0.0011628),;;;('XOF', 'CHW', 0.0011628),
XOF;CLF;0.0022831;; ('XOF', 'CLF', 0.0022831),;;;('XOF', 'CLF', 0.0022831),
XOF;CLP;0.0011848;; ('XOF', 'CLP', 0.0011848),;;;('XOF', 'CLP', 0.0011848),
XOF;COP;0.0011223;; ('XOF', 'COP', 0.0011223),;;;('XOF', 'COP', 0.0011223),
XOF;COU;0.0025641;; ('XOF', 'COU', 0.0025641),;;;('XOF', 'COU', 0.0025641),
XOF;CRC;0.0013072;; ('XOF', 'CRC', 0.0013072),;;;('XOF', 'CRC', 0.0013072),
XOF;CUP;0.0016611;; ('XOF', 'CUP', 0.0016611),;;;('XOF', 'CUP', 0.0016611),
XOF;CVE;0.0021739;; ('XOF', 'CVE', 0.0021739),;;;('XOF', 'CVE', 0.0021739),
XOF;CZK;0.0016207;; ('XOF', 'CZK', 0.0016207),;;;('XOF', 'CZK', 0.0016207),
XOF;DJF;0.0075188;; ('XOF', 'DJF', 0.0075188),;;;('XOF', 'DJF', 0.0075188),
XOF;DKK;0.0016;; ('XOF', 'DKK', 0.0016),;;;('XOF', 'DKK', 0.0016),
XOF;DOP;0.0014144;; ('XOF', 'DOP', 0.0014144),;;;('XOF', 'DOP', 0.0014144),
XOF;DZD;0.0029412;; ('XOF', 'DZD', 0.0029412),;;;('XOF', 'DZD', 0.0029412),
XOF;EGP;1;; ('XOF', 'EGP', 1),;;;('XOF', 'EGP', 1),
XOF;ERN;0.0010571;; ('XOF', 'ERN', 0.0010571),;;;('XOF', 'ERN', 0.0010571),
XOF;ETB;0.0010363;; ('XOF', 'ETB', 0.0010363),;;;('XOF', 'ETB', 0.0010363),
XOF;EUR;0.0016474;; ('XOF', 'EUR', 0.0016474),;;;('XOF', 'EUR', 0.0016474),
XOF;FJD;0.0075188;; ('XOF', 'FJD', 0.0075188),;;;('XOF', 'FJD', 0.0075188),
XOF;FKP;0.0014728;; ('XOF', 'FKP', 0.0014728),;;;('XOF', 'FKP', 0.0014728),
XOF;GBP;0.0163934;; ('XOF', 'GBP', 0.0163934),;;;('XOF', 'GBP', 0.0163934),
XOF;GEL;0.0322581;; ('XOF', 'GEL', 0.0322581),;;;('XOF', 'GEL', 0.0322581),
XOF;GHS;0.0014925;; ('XOF', 'GHS', 0.0014925),;;;('XOF', 'GHS', 0.0014925),
XOF;GIP;0.0033333;; ('XOF', 'GIP', 0.0033333),;;;('XOF', 'GIP', 0.0033333),
XOF;GMD;0.0010834;; ('XOF', 'GMD', 0.0010834),;;;('XOF', 'GMD', 0.0010834),
XOF;GNF;0.0014184;; ('XOF', 'GNF', 0.0014184),;;;('XOF', 'GNF', 0.0014184),
XOF;GTQ;0.0053476;; ('XOF', 'GTQ', 0.0053476),;;;('XOF', 'GTQ', 0.0053476),
XOF;GYD;0.0196078;; ('XOF', 'GYD', 0.0196078),;;;('XOF', 'GYD', 0.0196078),
XOF;HKD;0.0014184;; ('XOF', 'HKD', 0.0014184),;;;('XOF', 'HKD', 0.0014184),
XOF;HNL;0.0027701;; ('XOF', 'HNL', 0.0027701),;;;('XOF', 'HNL', 0.0027701),
XOF;HTG;0.0163934;; ('XOF', 'HTG', 0.0163934),;;;('XOF', 'HTG', 0.0163934),
XOF;HUF;0.0040650;; ('XOF', 'HUF', 0.0040650),;;;('XOF', 'HUF', 0.0040650),
XOF;IDR;0.0029326;; ('XOF', 'IDR', 0.0029326),;;;('XOF', 'IDR', 0.0029326),
XOF;ILS;0.0022989;; ('XOF', 'ILS', 0.0022989),;;;('XOF', 'ILS', 0.0022989),
XOF;INR;0.0052083;; ('XOF', 'INR', 0.0052083),;;;('XOF', 'INR', 0.0052083),
XOF;IQD;0.0030960;; ('XOF', 'IQD', 0.0030960),;;;('XOF', 'IQD', 0.0030960),
XOF;IRR;0.0034130;; ('XOF', 'IRR', 0.0034130),;;;('XOF', 'IRR', 0.0034130),
XOF;ISK;0.0021368;; ('XOF', 'ISK', 0.0021368),;;;('XOF', 'ISK', 0.0021368),
XOF;JMD;0.0022075;; ('XOF', 'JMD', 0.0022075),;;;('XOF', 'JMD', 0.0022075),
XOF;JOD;0.0034722;; ('XOF', 'JOD', 0.0034722),;;;('XOF', 'JOD', 0.0034722),
XOF;JPY;0.0038610;; ('XOF', 'JPY', 0.0038610),;;;('XOF', 'JPY', 0.0038610),
XOF;KES;0.0066667;; ('XOF', 'KES', 0.0066667),;;;('XOF', 'KES', 0.0066667),
XOF;KGS;0.0011136;; ('XOF', 'KGS', 0.0011136),;;;('XOF', 'KGS', 0.0011136),
XOF;KHR;0.0018182;; ('XOF', 'KHR', 0.0018182),;;;('XOF', 'KHR', 0.0018182),
XOF;KMF;0.0018149;; ('XOF', 'KMF', 0.0018149),;;;('XOF', 'KMF', 0.0018149),
XOF;KPW;0.0011025;; ('XOF', 'KPW', 0.0011025),;;;('XOF', 'KPW', 0.0011025),
XOF;KRW;0.0010309;; ('XOF', 'KRW', 0.0010309),;;;('XOF', 'KRW', 0.0010309),
XOF;KWD;0.0034364;; ('XOF', 'KWD', 0.0034364),;;;('XOF', 'KWD', 0.0034364),
XOF;KYD;0.0027624;; ('XOF', 'KYD', 0.0027624),;;;('XOF', 'KYD', 0.0027624),
XOF;KZT;0.0014286;; ('XOF', 'KZT', 0.0014286),;;;('XOF', 'KZT', 0.0014286),
XOF;LAK;0.0065359;; ('XOF', 'LAK', 0.0065359),;;;('XOF', 'LAK', 0.0065359),
XOF;LBP;0.0011312;; ('XOF', 'LBP', 0.0011312),;;;('XOF', 'LBP', 0.0011312),
XOF;LKR;0.0014327;; ('XOF', 'LKR', 0.0014327),;;;('XOF', 'LKR', 0.0014327),
XOF;LRD;0.0013038;; ('XOF', 'LRD', 0.0013038),;;;('XOF', 'LRD', 0.0013038),
XOF;LSL;0.0011862;; ('XOF', 'LSL', 0.0011862),;;;('XOF', 'LSL', 0.0011862),
XOF;LYD;0.0024390;; ('XOF', 'LYD', 0.0024390),;;;('XOF', 'LYD', 0.0024390),
XOF;MAD;0.0051546;; ('XOF', 'MAD', 0.0051546),;;;('XOF', 'MAD', 0.0051546),
XOF;MDL;0.0015924;; ('XOF', 'MDL', 0.0015924),;;;('XOF', 'MDL', 0.0015924),
XOF;MGA;0.0149254;; ('XOF', 'MGA', 0.0149254),;;;('XOF', 'MGA', 0.0149254),
XOF;MKD;0.0016694;; ('XOF', 'MKD', 0.0016694),;;;('XOF', 'MKD', 0.0016694),
XOF;MMK;0.0012315;; ('XOF', 'MMK', 0.0012315),;;;('XOF', 'MMK', 0.0012315),
XOF;MNT;0.25;; ('XOF', 'MNT', 0.25),;;;('XOF', 'MNT', 0.25),
XOF;MOP;0.0021053;; ('XOF', 'MOP', 0.0021053),;;;('XOF', 'MOP', 0.0021053),
XOF;MRU;0.0010142;; ('XOF', 'MRU', 0.0010142),;;;('XOF', 'MRU', 0.0010142),
XOF;MUR;0.0067568;; ('XOF', 'MUR', 0.0067568),;;;('XOF', 'MUR', 0.0067568),
XOF;MVR;0.0023310;; ('XOF', 'MVR', 0.0023310),;;;('XOF', 'MVR', 0.0023310),
XOF;MWK;0.0021186;; ('XOF', 'MWK', 0.0021186),;;;('XOF', 'MWK', 0.0021186),
XOF;MXN;0.0023148;; ('XOF', 'MXN', 0.0023148),;;;('XOF', 'MXN', 0.0023148),
XOF;MXV;0.0037879;; ('XOF', 'MXV', 0.0037879),;;;('XOF', 'MXV', 0.0037879),
XOF;MYR;0.0012690;; ('XOF', 'MYR', 0.0012690),;;;('XOF', 'MYR', 0.0012690),
XOF;MZN;0.0010256;; ('XOF', 'MZN', 0.0010256),;;;('XOF', 'MZN', 0.0010256),
XOF;NAD;0.0010163;; ('XOF', 'NAD', 0.0010163),;;;('XOF', 'NAD', 0.0010163),
XOF;NGN;0.0010741;; ('XOF', 'NGN', 0.0010741),;;;('XOF', 'NGN', 0.0010741),
XOF;NIO;0.0013245;; ('XOF', 'NIO', 0.0013245),;;;('XOF', 'NIO', 0.0013245),
XOF;NOK;0.0121951;; ('XOF', 'NOK', 0.0121951),;;;('XOF', 'NOK', 0.0121951),
XOF;NPR;0.0217391;; ('XOF', 'NPR', 0.0217391),;;;('XOF', 'NPR', 0.0217391),
XOF;NZD;0.0017301;; ('XOF', 'NZD', 0.0017301),;;;('XOF', 'NZD', 0.0017301),
XOF;OMR;0.0050761;; ('XOF', 'OMR', 0.0050761),;;;('XOF', 'OMR', 0.0050761),
XOF;PAB;0.0015480;; ('XOF', 'PAB', 0.0015480),;;;('XOF', 'PAB', 0.0015480),
XOF;PEN;0.0039683;; ('XOF', 'PEN', 0.0039683),;;;('XOF', 'PEN', 0.0039683),
XOF;PGK;0.0014104;; ('XOF', 'PGK', 0.0014104),;;;('XOF', 'PGK', 0.0014104),
XOF;PHP;0.0070423;; ('XOF', 'PHP', 0.0070423),;;;('XOF', 'PHP', 0.0070423),
XOF;PKR;0.0018083;; ('XOF', 'PKR', 0.0018083),;;;('XOF', 'PKR', 0.0018083),
XOF;PLN;0.0011062;; ('XOF', 'PLN', 0.0011062),;;;('XOF', 'PLN', 0.0011062),
XOF;PYG;0.0034965;; ('XOF', 'PYG', 0.0034965),;;;('XOF', 'PYG', 0.0034965),
XOF;QAR;0.0023148;; ('XOF', 'QAR', 0.0023148),;;;('XOF', 'QAR', 0.0023148),
XOF;RON;0.0043478;; ('XOF', 'RON', 0.0043478),;;;('XOF', 'RON', 0.0043478),
XOF;RSD;0.0012658;; ('XOF', 'RSD', 0.0012658),;;;('XOF', 'RSD', 0.0012658),
XOF;CNY;0.0026042;; ('XOF', 'CNY', 0.0026042),;;;('XOF', 'CNY', 0.0026042),
XOF;RUB;0.0018349;; ('XOF', 'RUB', 0.0018349),;;;('XOF', 'RUB', 0.0018349),
XOF;RWF;0.0011074;; ('XOF', 'RWF', 0.0011074),;;;('XOF', 'RWF', 0.0011074),
XOF;SAR;0.0018587;; ('XOF', 'SAR', 0.0018587),;;;('XOF', 'SAR', 0.0018587),
XOF;SBD;0.0034843;; ('XOF', 'SBD', 0.0034843),;;;('XOF', 'SBD', 0.0034843),
XOF;SCR;0.0010341;; ('XOF', 'SCR', 0.0010341),;;;('XOF', 'SCR', 0.0010341),
XOF;SDG;0.0012484;; ('XOF', 'SDG', 0.0012484),;;;('XOF', 'SDG', 0.0012484),
XOF;SEK;0.0051546;; ('XOF', 'SEK', 0.0051546),;;;('XOF', 'SEK', 0.0051546),
XOF;SGD;0.0029940;; ('XOF', 'SGD', 0.0029940),;;;('XOF', 'SGD', 0.0029940),
XOF;SHP;0.0010215;; ('XOF', 'SHP', 0.0010215),;;;('XOF', 'SHP', 0.0010215),
XOF;SLE;0.0012077;; ('XOF', 'SLE', 0.0012077),;;;('XOF', 'SLE', 0.0012077),
XOF;SLL;0.0016949;; ('XOF', 'SLL', 0.0016949),;;;('XOF', 'SLL', 0.0016949),
XOF;SOS;0.0017153;; ('XOF', 'SOS', 0.0017153),;;;('XOF', 'SOS', 0.0017153),
XOF;SRD;0.0026455;; ('XOF', 'SRD', 0.0026455),;;;('XOF', 'SRD', 0.0026455),
XOF;SSP;0.0046948;; ('XOF', 'SSP', 0.0046948),;;;('XOF', 'SSP', 0.0046948),
XOF;STN;0.0021368;; ('XOF', 'STN', 0.0021368),;;;('XOF', 'STN', 0.0021368),
XOF;SVC;0.0023041;; ('XOF', 'SVC', 0.0023041),;;;('XOF', 'SVC', 0.0023041),
XOF;SYP;0.0010121;; ('XOF', 'SYP', 0.0010121),;;;('XOF', 'SYP', 0.0010121),
XOF;SZL;0.0050505;; ('XOF', 'SZL', 0.0050505),;;;('XOF', 'SZL', 0.0050505),
XOF;THB;0.0014599;; ('XOF', 'THB', 0.0014599),;;;('XOF', 'THB', 0.0014599),
XOF;TJS;0.0023148;; ('XOF', 'TJS', 0.0023148),;;;('XOF', 'TJS', 0.0023148),
XOF;TMT;0.0026954;; ('XOF', 'TMT', 0.0026954),;;;('XOF', 'TMT', 0.0026954),
XOF;TND;0.0038023;; ('XOF', 'TND', 0.0038023),;;;('XOF', 'TND', 0.0038023),
XOF;TOP;0.0035211;; ('XOF', 'TOP', 0.0035211),;;;('XOF', 'TOP', 0.0035211),
XOF;TRY;0.0029586;; ('XOF', 'TRY', 0.0029586),;;;('XOF', 'TRY', 0.0029586),
XOF;TTD;0.0058140;; ('XOF', 'TTD', 0.0058140),;;;('XOF', 'TTD', 0.0058140),
XOF;TWD;0.0087719;; ('XOF', 'TWD', 0.0087719),;;;('XOF', 'TWD', 0.0087719),
XOF;TZS;0.0012658;; ('XOF', 'TZS', 0.0012658),;;;('XOF', 'TZS', 0.0012658),
XOF;UAH;0.0011682;; ('XOF', 'UAH', 0.0011682),;;;('XOF', 'UAH', 0.0011682),
XOF;UGX;0.0017483;; ('XOF', 'UGX', 0.0017483),;;;('XOF', 'UGX', 0.0017483),
XOF;USD;0.04;; ('XOF', 'USD', 0.04),;;;('XOF', 'USD', 0.04),
XOF;USN;0.0029326;; ('XOF', 'USN', 0.0029326),;;;('XOF', 'USN', 0.0029326),
XOF;UYI;0.0011377;; ('XOF', 'UYI', 0.0011377),;;;('XOF', 'UYI', 0.0011377),
XOF;UYU;0.0037736;; ('XOF', 'UYU', 0.0037736),;;;('XOF', 'UYU', 0.0037736),
XOF;UYW;0.0021739;; ('XOF', 'UYW', 0.0021739),;;;('XOF', 'UYW', 0.0021739),
XOF;UZS;0.0023529;; ('XOF', 'UZS', 0.0023529),;;;('XOF', 'UZS', 0.0023529),
XOF;VED;0.0010320;; ('XOF', 'VED', 0.0010320),;;;('XOF', 'VED', 0.0010320),
XOF;VES;0.0024450;; ('XOF', 'VES', 0.0024450),;;;('XOF', 'VES', 0.0024450),
XOF;VND;0.0011682;; ('XOF', 'VND', 0.0011682),;;;('XOF', 'VND', 0.0011682),
XOF;VUV;0.0015873;; ('XOF', 'VUV', 0.0015873),;;;('XOF', 'VUV', 0.0015873),
XOF;WST;0.0061728;; ('XOF', 'WST', 0.0061728),;;;('XOF', 'WST', 0.0061728),
XOF;XAF;0.0041494;; ('XOF', 'XAF', 0.0041494),;;;('XOF', 'XAF', 0.0041494),
XOF;XAG;0.1;; ('XOF', 'XAG', 0.1),;;;('XOF', 'XAG', 0.1),
XOF;XAU;0.0454545;; ('XOF', 'XAU', 0.0454545),;;;('XOF', 'XAU', 0.0454545),
XOF;XBA;0.0012063;; ('XOF', 'XBA', 0.0012063),;;;('XOF', 'XBA', 0.0012063),
XOF;XBB;0.0208333;; ('XOF', 'XBB', 0.0208333),;;;('XOF', 'XBB', 0.0208333),
XOF;XBC;0.0023202;; ('XOF', 'XBC', 0.0023202),;;;('XOF', 'XBC', 0.0023202),
XOF;XBD;0.0010515;; ('XOF', 'XBD', 0.0010515),;;;('XOF', 'XBD', 0.0010515),
